id,domain,question_group,gold_answer_mode,gold_missing_facts,question,gold_mode_reason
DOANH_NGHIEP-004,doanh_nghiep,definition,A,,Tôi đang tìm hiểu để mở công ty nên còn khá mơ hồ. Xin luật sư cho tôi hỏi người đại diện theo pháp luật là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-005,doanh_nghiep,definition,A,,Tôi đang tìm hiểu để mở công ty nên còn khá mơ hồ. Xin luật sư cho tôi hỏi công ty TNHH một thành viên là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-006,doanh_nghiep,definition,A,,Tôi đang tìm hiểu để mở công ty nên còn khá mơ hồ. Xin luật sư cho tôi hỏi công ty TNHH hai thành viên trở lên là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-007,doanh_nghiep,definition,A,,Tôi đang tìm hiểu để mở công ty nên còn khá mơ hồ. Xin luật sư cho tôi hỏi công ty cổ phần là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-008,doanh_nghiep,definition,A,,Tôi đang tìm hiểu để mở công ty nên còn khá mơ hồ. Xin luật sư cho tôi hỏi doanh nghiệp tư nhân là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-009,doanh_nghiep,definition,A,,Tôi đang tìm hiểu để mở công ty nên còn khá mơ hồ. Xin luật sư cho tôi hỏi công ty hợp danh là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-010,doanh_nghiep,definition,A,,Tôi đang tìm hiểu để mở công ty nên còn khá mơ hồ. Xin luật sư cho tôi hỏi thành viên góp vốn khác gì thành viên hợp danh được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-011,doanh_nghiep,definition,A,,Tôi đang tìm hiểu để mở công ty nên còn khá mơ hồ. Xin luật sư cho tôi hỏi cổ đông sáng lập là ai được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-012,doanh_nghiep,definition,A,,Tôi đang tìm hiểu để mở công ty nên còn khá mơ hồ. Xin luật sư cho tôi hỏi trụ sở chính của doanh nghiệp được hiểu thế nào được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-013,doanh_nghiep,definition,A,,Tôi đang tìm hiểu để mở công ty nên còn khá mơ hồ. Xin luật sư cho tôi hỏi chi nhánh khác gì văn phòng đại diện được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-014,doanh_nghiep,definition,A,,Tôi đang tìm hiểu để mở công ty nên còn khá mơ hồ. Xin luật sư cho tôi hỏi hộ kinh doanh khác gì doanh nghiệp được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-015,doanh_nghiep,definition,A,,Tôi đang tìm hiểu để mở công ty nên còn khá mơ hồ. Xin luật sư cho tôi hỏi con dấu doanh nghiệp hiện nay được hiểu ra sao được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-016,doanh_nghiep,definition,A,,Tôi đang tìm hiểu để mở công ty nên còn khá mơ hồ. Xin luật sư cho tôi hỏi góp vốn bằng tài sản là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-017,doanh_nghiep,definition,A,,Tôi đang tìm hiểu để mở công ty nên còn khá mơ hồ. Xin luật sư cho tôi hỏi tên doanh nghiệp bị coi là gây nhầm lẫn khi nào được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-018,doanh_nghiep,definition,A,,Tôi đang tìm hiểu để mở công ty nên còn khá mơ hồ. Xin luật sư cho tôi hỏi người quản lý doanh nghiệp gồm những ai được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-019,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục thành lập công ty TNHH.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-020,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục thành lập công ty cổ phần.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-021,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục thay đổi người đại diện theo pháp luật.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-022,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục đổi tên doanh nghiệp.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-023,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục chuyển địa chỉ trụ sở sang tỉnh khác.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-024,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục tạm ngừng kinh doanh.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-025,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục hoạt động trở lại.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-026,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục tăng vốn điều lệ.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-027,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục giảm vốn điều lệ.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-028,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục lập chi nhánh.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-029,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục lập văn phòng đại diện.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-030,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục chấm dứt hoạt động chi nhánh.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-031,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục giải thể công ty.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-032,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục chuyển đổi loại hình doanh nghiệp.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-033,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục bổ sung ngành nghề kinh doanh.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-034,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục thay đổi thành viên góp vốn.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-035,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục chuyển nhượng phần vốn góp.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-036,doanh_nghiep,procedure,A,,Tôi đang chuẩn bị làm thủ tục cho công ty. Xin luật sư hướng dẫn giúp tôi về thủ tục cập nhật thông tin đăng ký doanh nghiệp.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
DOANH_NGHIEP-037,doanh_nghiep,reasoning,A,,"Công ty tôi đang gặp một vướng mắc thực tế. Cụ thể, tôi muốn hỏi góp vốn chậm có bị xử lý không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
DOANH_NGHIEP-038,doanh_nghiep,reasoning,A,,"Công ty tôi đang gặp một vướng mắc thực tế. Cụ thể, tôi muốn hỏi đăng ký ngành nghề sai thì có được xuất hóa đơn không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
DOANH_NGHIEP-039,doanh_nghiep,reasoning,A,,"Công ty tôi đang gặp một vướng mắc thực tế. Cụ thể, tôi muốn hỏi một người có được đứng tên nhiều công ty không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
DOANH_NGHIEP-040,doanh_nghiep,reasoning,A+B,case_specific_conditions,"Công ty tôi đang gặp một vướng mắc thực tế. Cụ thể, tôi muốn hỏi đặt trụ sở tại căn hộ chung cư có được không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Câu hỏi reasoning/hybrid cần áp luật vào tình huống; nên trả lời có điều kiện và liệt kê missing facts để tránh overclaim.
DOANH_NGHIEP-041,doanh_nghiep,reasoning,A,,"Công ty tôi đang gặp một vướng mắc thực tế. Cụ thể, tôi muốn hỏi có nên chọn công ty TNHH hay công ty cổ phần. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
DOANH_NGHIEP-042,doanh_nghiep,reasoning,A,,"Công ty tôi đang gặp một vướng mắc thực tế. Cụ thể, tôi muốn hỏi không góp đủ vốn thì trách nhiệm đến đâu. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
DOANH_NGHIEP-043,doanh_nghiep,reasoning,A,,"Công ty tôi đang gặp một vướng mắc thực tế. Cụ thể, tôi muốn hỏi công ty không hoạt động có nên tạm ngừng hay giải thể. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
DOANH_NGHIEP-044,doanh_nghiep,reasoning,A,,"Công ty tôi đang gặp một vướng mắc thực tế. Cụ thể, tôi muốn hỏi mượn người thân đứng tên công ty có rủi ro gì. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
DOANH_NGHIEP-045,doanh_nghiep,reasoning,A,,"Công ty tôi đang gặp một vướng mắc thực tế. Cụ thể, tôi muốn hỏi văn phòng đại diện có được ký hợp đồng không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
DOANH_NGHIEP-046,doanh_nghiep,reasoning,A,,"Công ty tôi đang gặp một vướng mắc thực tế. Cụ thể, tôi muốn hỏi chi nhánh có được hạch toán độc lập không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
DOANH_NGHIEP-047,doanh_nghiep,reasoning,A,,"Công ty tôi đang gặp một vướng mắc thực tế. Cụ thể, tôi muốn hỏi có bắt buộc phải có kế toán ngay khi mới thành lập không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
DOANH_NGHIEP-048,doanh_nghiep,reasoning,A,,"Công ty tôi đang gặp một vướng mắc thực tế. Cụ thể, tôi muốn hỏi doanh nghiệp bị khóa mã số thuế có ảnh hưởng đăng ký kinh doanh không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
DOANH_NGHIEP-049,doanh_nghiep,reasoning,A,,"Công ty tôi đang gặp một vướng mắc thực tế. Cụ thể, tôi muốn hỏi bán công ty có cần đổi người đại diện không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
DOANH_NGHIEP-050,doanh_nghiep,reasoning,A,,"Công ty tôi đang gặp một vướng mắc thực tế. Cụ thể, tôi muốn hỏi chuyển địa chỉ công ty có phải chốt thuế không. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
DOANH_NGHIEP-051,doanh_nghiep,reasoning,A,,"Công ty tôi đang gặp một vướng mắc thực tế. Cụ thể, tôi muốn hỏi nên đăng ký vốn điều lệ cao hay thấp. Trường hợp như vậy thì rủi ro pháp lý thường nằm ở đâu, doanh nghiệp nên xử lý theo hướng nào để vừa đúng luật vừa hạn chế bị xử phạt?",Tình huống có đủ dữ kiện chính; có thể trả lời trực tiếp kèm phân tích.
DOANH_NGHIEP-052,doanh_nghiep,factual,A,,Xin luật sư cho biết thời hạn góp vốn trong công ty cổ phần theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-053,doanh_nghiep,factual,A,,Xin luật sư cho biết giới hạn số lượng thành viên công ty TNHH hai thành viên theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-054,doanh_nghiep,factual,A,,Xin luật sư cho biết doanh nghiệp tư nhân có được phát hành chứng khoán không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-055,doanh_nghiep,factual,A,,Xin luật sư cho biết một cá nhân có được lập nhiều doanh nghiệp tư nhân không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-056,doanh_nghiep,factual,A,,Xin luật sư cho biết doanh nghiệp nhà nước được xác định thế nào theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-057,doanh_nghiep,factual,A,,Xin luật sư cho biết thời hạn xử lý hồ sơ đăng ký doanh nghiệp theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-058,doanh_nghiep,factual,A,,Xin luật sư cho biết công ty có thể có mấy người đại diện theo pháp luật theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-059,doanh_nghiep,factual,A,,Xin luật sư cho biết có được tự do kinh doanh mọi ngành nghề không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-060,doanh_nghiep,factual,A,,Xin luật sư cho biết ai không được quyền thành lập và quản lý doanh nghiệp theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-061,doanh_nghiep,factual,A,,Xin luật sư cho biết cổ đông có chịu trách nhiệm bằng tài sản riêng không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-062,doanh_nghiep,factual,A,,Xin luật sư cho biết thành viên công ty TNHH có được rút vốn trực tiếp không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-063,doanh_nghiep,factual,A,,Xin luật sư cho biết chi nhánh có mã số riêng không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-064,doanh_nghiep,factual,A,,Xin luật sư cho biết văn phòng đại diện có chức năng kinh doanh trực tiếp không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-065,doanh_nghiep,factual,A,,Xin luật sư cho biết tên doanh nghiệp bằng tiếng nước ngoài có được đăng ký không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-066,doanh_nghiep,factual,A,,Xin luật sư cho biết có phải thông báo mẫu dấu không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-067,doanh_nghiep,factual,A,,Xin luật sư cho biết doanh nghiệp mới thành lập có bắt buộc treo biển hiệu không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-068,doanh_nghiep,factual,A,,Xin luật sư cho biết doanh nghiệp có thể có nhiều trụ sở chính không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-069,doanh_nghiep,factual,A,,Xin luật sư cho biết doanh nghiệp có được thuê người khác làm giám đốc không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
DOANH_NGHIEP-070,doanh_nghiep,factual,A,,Xin luật sư cho biết có bắt buộc phải mở tài khoản ngân hàng không theo quy định hiện nay được xác định ra sao?,Câu hỏi fact-application có dữ kiện đủ rõ để kết luận trực tiếp theo luật.
THUE-071,thue,definition,A,,Xin luật sư cho tôi hỏi mã số thuế doanh nghiệp là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-072,thue,definition,A,,Xin luật sư cho tôi hỏi khai thuế là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-073,thue,definition,A,,Xin luật sư cho tôi hỏi quyết toán thuế là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-074,thue,definition,A,,Xin luật sư cho tôi hỏi thuế giá trị gia tăng là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-075,thue,definition,A,,Xin luật sư cho tôi hỏi phương pháp khấu trừ thuế GTGT là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-076,thue,definition,A,,Xin luật sư cho tôi hỏi phương pháp trực tiếp thuế GTGT là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-077,thue,definition,A,,Xin luật sư cho tôi hỏi thuế thu nhập doanh nghiệp là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-078,thue,definition,A,,Xin luật sư cho tôi hỏi chi phí được trừ khi tính thuế TNDN là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-079,thue,definition,A,,Xin luật sư cho tôi hỏi chi phí không được trừ là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-080,thue,definition,A,,Xin luật sư cho tôi hỏi thuế thu nhập cá nhân từ tiền lương là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-081,thue,definition,A,,Xin luật sư cho tôi hỏi khấu trừ thuế tại nguồn là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-082,thue,definition,A,,Xin luật sư cho tôi hỏi hóa đơn điện tử là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-083,thue,definition,A,,Xin luật sư cho tôi hỏi thời điểm lập hóa đơn được hiểu thế nào được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-084,thue,definition,A,,Xin luật sư cho tôi hỏi hoàn thuế GTGT là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-085,thue,definition,A,,Xin luật sư cho tôi hỏi người nộp thuế theo Luật Quản lý thuế là ai được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-086,thue,definition,A,,Xin luật sư cho tôi hỏi đăng ký thuế là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-087,thue,definition,A,,Xin luật sư cho tôi hỏi thanh tra thuế khác kiểm tra thuế thế nào được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-088,thue,definition,A,,Xin luật sư cho tôi hỏi ấn định thuế là gì được hiểu như thế nào theo quy định hiện hành?,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-089,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục đăng ký thuế ban đầu cho doanh nghiệp.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-090,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục khai thuế GTGT theo quý.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-091,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục khai thuế GTGT theo tháng.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-092,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục quyết toán thuế TNDN cuối năm.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-093,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục quyết toán thuế TNCN cho người lao động.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-094,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục đăng ký sử dụng hóa đơn điện tử.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-095,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục xử lý hóa đơn lập sai.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
THUE-096,thue,procedure,A,,Xin luật sư hướng dẫn giúp tôi về thủ tục kê khai thuế khi tạm ngừng kinh doanh.,Câu hỏi dạng rule-reading/procedure; có thể trả lời trực tiếp kèm căn cứ và hướng xử lý.
